Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
13;KrakÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;25;DYMANUS;Aldona Anna;Kobieta;specjalista ds. gospodarki nieruchomoúci;Olszowice;120614;gm. åwiπtniki GÛrne;nie naleøy do partii politycznej;;175;0,34%;0,03%;Nie
13;KrakÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;26;P DZIWIATR;Grzegorz Mi≥osz;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Korwin;;891;1,72%;0,14%;Nie
13;KrakÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;27;KULI—SKA;Lucyna Michalina;Kobieta;pracownik naukowy;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;1039;2,00%;0,16%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;KOWAL;Pawe≥ Robert;MÍøczyzna;nauczyciel akademicki;Warszawa;146516;WilanÛw;nie naleøy do partii politycznej;;76720;38,76%;11,82%;Tak
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;LIPIEC;Grzegorz Cezary;MÍøczyzna;politolog;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;9539;4,82%;1,47%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;MISZALSKI;Aleksander Jan;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;15987;8,08%;2,46%;Tak
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;G•DEK;Lidia Stanis≥awa;Kobieta;lekarz;Lgota Wolbromska;121207;gm. Wolbrom;cz≥onek partii politycznej: Platforma Obywatelska RP;;14673;7,41%;2,26%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;MAREK;Dorota;Kobieta;przedsiÍbiorca;Czerna;120606;gm. Krzeszowice;cz≥onek partii politycznej: Platforma Obywatelska RP;;6113;3,09%;0,94%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;RAå;Ireneusz Jacek;MÍøczyzna;historyk;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;18203;9,20%;2,80%;Tak
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;LASSOTA;JÛzef;MÍøczyzna;pose≥;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;13930;7,04%;2,15%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;SONIK;Bogus≥aw Andrzej;MÍøczyzna;prawnik;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;17465;8,82%;2,69%;Tak
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;WODY—SKA;Marta Agnieszka;Kobieta;menadøer;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;2650;1,34%;0,41%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;MAZUR;Artur;MÍøczyzna;dyrektor handlowy;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Zieloni;;2435;1,23%;0,38%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;SZCZEPA—SKA;Alicja Anna;Kobieta;policjant;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;1955;0,99%;0,30%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;DYNA;W≥adys≥aw Andrzej;MÍøczyzna;przedsiÍbiorca;Sieborowice;120608;gm. Micha≥owice;cz≥onek partii politycznej: Platforma Obywatelska RP;;463;0,23%;0,07%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;SZCZOTKOWSKI;Dariusz;MÍøczyzna;socjolog;Myúlenice;120903;gm. Myúlenice;cz≥onek partii politycznej: Platforma Obywatelska RP;;1101;0,56%;0,17%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;NOWAK;Edyta Liliana;Kobieta;pielÍgniarka;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;998;0,50%;0,15%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;ULMANIEC;Zbigniew Tomasz;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;326;0,16%;0,05%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;BUCZKOWSKI;Andrzej;MÍøczyzna;politolog;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;483;0,24%;0,07%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;ZNAMIROWSKI;Micha≥ Kazimierz;MÍøczyzna;nauczyciel;Iwanowice;120603;gm. Iwanowice;nie naleøy do partii politycznej;;385;0,19%;0,06%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;PIEKAREK;Sebastian Joachim;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;195;0,10%;0,03%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;MAJCHER-LEGAWIEC;Urszula Eløbieta;Kobieta;nauczyciel;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;822;0,42%;0,13%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;BARTYZEL;Janusz Jan;MÍøczyzna;manager;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;418;0,21%;0,06%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;21;GRABARCZYK;Piotr £ukasz;MÍøczyzna;specjalista ds. mediÛw;Olkusz;121205;gm. Olkusz;cz≥onek partii politycznej: Platforma Obywatelska RP;;470;0,24%;0,07%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;22;W GRZYN;Ewelina Teresa;Kobieta;politolog;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Nowoczesna;;680;0,34%;0,10%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;23;PILCH-KOCJAN;Marzena Dorota;Kobieta;nauczyciel;Klucze;121204;gm. Klucze;cz≥onek partii politycznej: Platforma Obywatelska RP;;565;0,29%;0,09%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;24;DOMA—SKI;Andrzej Jan;MÍøczyzna;ekonomista;Warszawa;146510;årÛdmieúcie;cz≥onek partii politycznej: Platforma Obywatelska RP;;1329;0,67%;0,20%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;25;BAJOREK;Emil Krzysztof;MÍøczyzna;przewodnik miejski po Krakowie;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;304;0,15%;0,05%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;26;IWANICKA;Maria;Kobieta;kolejarz;Nowy Sπcz;126201;m. Nowy Sπcz;nie naleøy do partii politycznej;;463;0,23%;0,07%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;27;STRZELECKA;Maria Ma≥gorzata;Kobieta;orientalista;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;1005;0,51%;0,15%;Nie
13;KrakÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;28;MEYSZTOWICZ;Jerzy Witold;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Nowoczesna;;8253;4,17%;1,27%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;1;Ø”£TEK;Stanis≥aw JÛzef;MÍøczyzna;matematyk;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Kongres Nowej Prawicy;;394;22,32%;0,06%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;2;AONDO-AKAA;Bawer;MÍøczyzna;teolog;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Prawica Rzeczypospolitej;;369;20,91%;0,06%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;3;KRZCIUK;Tomasz Andrzej;MÍøczyzna;politolog;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Kongres Nowej Prawicy;;56;3,17%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;4;KOWACKA;Barbara Magdalena;Kobieta;technik wiertnik;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;100;5,67%;0,02%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;5;JAJTE-PACHOTA;Jerzy Micha≥;MÍøczyzna;ekonomista;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Kongres Nowej Prawicy;;31;1,76%;0,00%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;6;GANKIEWICZ;Ewa Franciszka;Kobieta;emeryt;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;29;1,64%;0,00%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;7;CZARNEK;Norbert Jerzy;MÍøczyzna;programista;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Kongres Nowej Prawicy;;51;2,89%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;8;W DZICHA;Aneta Agnieszka;Kobieta;kasjerka;Zielonki;120617;gm. Zielonki;nie naleøy do partii politycznej;;49;2,78%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;9;SIERANT;Maciej Zbigniew;MÍøczyzna;technik wiertnik;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Kongres Nowej Prawicy;;30;1,70%;0,00%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;10;F•FARA;Katarzyna Beata;Kobieta;ksiÍgowa;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;68;3,85%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;11;ØMIGRODZKI;Stanis≥aw Micha≥;MÍøczyzna;inøynier mechanik;S≥omniki;120612;gm. S≥omniki;cz≥onek partii politycznej: Kongres Nowej Prawicy;;41;2,32%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;12;KOWALSKA;Maria Janina;Kobieta;handlowiec;Zielonki;120617;gm. Zielonki;nie naleøy do partii politycznej;;51;2,89%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;13;KUèNIARSKI;Piotr W≥adys≥aw;MÍøczyzna;kierowca ciÍøarÛwki;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;34;1,93%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;14;GIBA£A;Jolanta Maria;Kobieta;emeryt;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;136;7,71%;0,02%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;15;KOT;Monika Izabela;Kobieta;pielÍgniarka;Diament;260202;gm. JÍdrzejÛw;nie naleøy do partii politycznej;;90;5,10%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;16;SIERANKIEWICZ;Andrzej;MÍøczyzna;emeryt;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;21;1,19%;0,00%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;17;KOWALSKI;Dawid Pawe≥;MÍøczyzna;kucharz;Zielonki;120617;gm. Zielonki;nie naleøy do partii politycznej;;43;2,44%;0,01%;Nie
13;KrakÛw;6;KOMITET WYBORCZY PRAWICA;ZPOW-601-20/19;Komitet wyborczy partii politycznej;18;SZATAN;Jaros≥aw Kazimierz;MÍøczyzna;przedstawiciel handlowy;Olkusz;121205;gm. Olkusz;cz≥onek partii politycznej: Kongres Nowej Prawicy;;172;9,75%;0,03%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;1;JAKUBIAK;Marek;MÍøczyzna;przedsiÍbiorca;Warszawa;146510;årÛdmieúcie;nie naleøy do partii politycznej;;3501;38,00%;0,54%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;2;ROKOSZ-KUCZY—SKI;Gniewomir Gwidon;MÍøczyzna;dziennikarz;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;299;3,25%;0,05%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;3;BATKO;Jerzy Leszek;MÍøczyzna;rolnik;Ochojno;120614;gm. åwiπtniki GÛrne;nie naleøy do partii politycznej;;520;5,64%;0,08%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;4;PRZEW£OCKA;Anna Agnieszka;Kobieta;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;395;4,29%;0,06%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;5;GRZYBEK;Marta Barbara;Kobieta;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;296;3,21%;0,05%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;6;KAMI—SKA;Wioleta Barbara;Kobieta;przedsiÍbiorca;Mogilany;120609;gm. Mogilany;nie naleøy do partii politycznej;;303;3,29%;0,05%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;7;LORENC;Andrzej Jan;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;233;2,53%;0,04%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;8;åWIAT;Graøyna Zofia;Kobieta;mgr inø. towaroznawca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;248;2,69%;0,04%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;9;SZCZEPA—SKI;Dawid £ukasz;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;188;2,04%;0,03%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;10;WN K;Dorota Maria;Kobieta;ekonomistka;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;307;3,33%;0,05%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;11;KUCIA;Maciej Pawe≥;MÍøczyzna;nauczyciel akademicki;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;208;2,26%;0,03%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;12;SUDER;Stanis≥awa Agata;Kobieta;nauczyciel;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;246;2,67%;0,04%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;13;CZURY£O;Grzegorz Andrzej;MÍøczyzna;oficer si≥ zbrojnych RP;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;164;1,78%;0,03%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;14;LEåNIAK;Marianna;Kobieta;ekonomistka;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;280;3,04%;0,04%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;15;KORASZEWSKI;Bogus≥aw Stanis≥aw;MÍøczyzna;inøynier mechanik;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;67;0,73%;0,01%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;16;WAWRZYNEK;Anna Ma≥gorzata;Kobieta;przedsiÍbiorca;Krzywaczka;120907;gm. Su≥kowice;nie naleøy do partii politycznej;;128;1,39%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;17;CICHOSZ;Adam;MÍøczyzna;nauczyciel akademicki;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;149;1,62%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;18;WYSKOWSKI;Laura Beata;Kobieta;artysta projektant;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;72;0,78%;0,01%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;19;NAHIRNY;Krzysztof Jan;MÍøczyzna;taksÛwkarz;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;68;0,74%;0,01%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;20;KLIMEK;Joanna Eløbieta;Kobieta;ekonomistka;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;162;1,76%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;21;GRODNY;Szymon Zbigniew;MÍøczyzna;inøynier energetyk;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;58;0,63%;0,01%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;22;KASPERCZYK;Beata Joanna;Kobieta;ekonomistka;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;114;1,24%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;23;BARAN;Piotr Pawe≥;MÍøczyzna;przedsiÍbiorca;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;137;1,49%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;24;KONDRACIUK;Alicja;Kobieta;aktorka;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;119;1,29%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;25;ORAMUS;Tomasz Artur;MÍøczyzna;elektronik;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;114;1,24%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;26;MALLY;Graøyna;Kobieta;ekonomista;KrakÛw;126101;m. KrakÛw;nie naleøy do partii politycznej;;114;1,24%;0,02%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;27;SROGA;Marlena Magdalena;Kobieta;nauczyciel;Ciszowice;120801;gm. Charsznica;nie naleøy do partii politycznej;;177;1,92%;0,03%;Nie
13;KrakÛw;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;28;GOWIN;Grzegorz Jacek;MÍøczyzna;trener sportu;Lubin;021101;m. Lubin;nie naleøy do partii politycznej;;547;5,94%;0,08%;Nie
14;Nowy Sπcz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;NOWOG”RSKA;Urszula Teresa;Kobieta;pracownik samorzπdowy;åwidnik;120708;gm. £ukowica;cz≥onek partii politycznej: PSL;;11499;42,27%;3,11%;Tak
14;Nowy Sπcz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;KOLBRECKA;JÛzefa;Kobieta;bibliotekarz;Bia≥y Dunajec;121702;gm. Bia≥y Dunajec;cz≥onek partii politycznej: PSL;;1165;4,28%;0,31%;Nie
14;Nowy Sπcz;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;TUMIDAJEWICZ;Iwona Agnieszka;Kobieta;animator kultury;Libusza;120502;gm. Biecz;cz≥onek partii politycznej: PSL;;2207;8,11%;0,60%;Nie
